XXXyyXXY,XXYXXyXXy,r2,0,3,True
XYXyxY,XXXYxYYXYYXXY,r2,0,7,True
XXYXYXY,XXyyyxYxYYxy,r2,0,1,False
XXyxY,XXYxYXyyXyxyxY,r2,0,0,True
XXyxY,XXYxyxyxYxyxYY,r2,0,9,True
XXYXXYY,XXYxxyXY,r2,1,3,True
XXyXYXYXY,XXYxyxyxYxy,r2,1,8,False
XXXXy,XXyyXY,r2,0,3,True
XXXYY,XXyXYYYXYYXy,r2,0,10,True
XXyXyXyyy,XYxYxyXyXy,r1,4,9,False
XXyxY,XXYXYYXYXYXyyyy,r2,0,6,True
XXyxY,XXXXXYYYxYxyyy,r2,0,10,True
XXyxY,XXXYXYYxxxyxy,r2,0,3,False
XXyxY,XXXXyyXyXXYxxY,r2,1,5,False
XXYXYXYXY,XXXYXYXyXYxxY,r2,0,6,True
XXXyxxY,XYxYXyXYxy,r2,0,4,True
XXyxY,XXXXXXYYYXyXy,r2,0,9,True
XXyxY,XXYXyyxxyXXYYY,r2,0,6,False
XYXyxY,XXXYXXYYxYYXY,r2,0,11,True
XYXyxY,XXyxYXYXYxYxy,r2,0,5,True
XXyxY,XXXYxyXXXYxyy,r2,0,8,False
XYxyXyyy,XYYYYYxyyyy,r1,0,8,False
XYxYYYxy,XYXyyXyyyXYxyyyxY,r2,0,9,True
XXyxY,XXXYxyxyXYxxxy,r2,0,7,False
XXyxY,XXXYYxyXXYYXyy,r2,0,8,False
XXYXXyxxy,XXXyXXXyxy,r1,0,0,True
XXYxyxY,XXYxxYxxYXY,r2,0,0,True
XXYxY,XXXyxYxYXyyxYY,r2,0,8,True
XYXyxy,XXXXXXyxyyy,r2,0,9,True
XXYxY,XXYYxYYXY,r2,0,0,True
XXyxY,XYXYYxyxyXyxy,r2,0,1,False
XYXYXYY,XXyxYYXYY,r2,0,0,True
XXyxYxY,XXyXYxxyyy,r2,0,3,False
XXyxY,XXYYXYXyXXyyXY,r2,0,3,False
XXyxYxY,XXXyxYxyyyy,r2,1,7,True
XYXyxY,XXXyxYXyXYxxY,r2,0,6,True
XXyxY,XXYXYXyyXyxYXY,r2,0,12,True
XXyxY,XXYYxYYxyXyxy,r2,0,5,False
XYXYXy,XXYYXYYXyXy,r2,0,9,True
XYXyxY,XXXXYxxYYxyxYXy,r2,0,13,True
XYXYXy,XXXYYxyxYXyxy,r2,0,9,False
XXYxY,XXYxxyyxYYXYXY,r2,0,0,True
XYXyxY,XXXyXYYXYYYXY,r2,0,11,True
XYXYXy,XXYXyXyyxYYxY,r2,0,5,True
XYXyxY,XXYxYXYXYxyxy,r2,0,1,False
XXYxY,XXXyxyxyxYYXYY,r2,1,12,False
XXyxY,XXXXXYYxyxxYXy,r2,0,12,True
XYXyxY,XXXXYxxxxYXXY,r2,0,10,True
XXYxY,XYYXyxYYxYXy,r2,0,10,True
XXyxY,XYXYXyXYxYxyy,r2,0,8,False
XXYXYXY,XYXyxyyXYxYY,r2,0,2,True
XYXyxY,XXyXYYxYYXY,r2,0,9,True
XYXyxY,XXXyXYYYxYXYY,r2,0,10,True
XXXYY,XXyyxYxYYYXy,r2,0,10,False
XXyxY,XXYYYYXyXyy,r2,1,10,False
XXYxY,XYYYxyXYxyXy,r2,0,3,False
XXyyxY,XXXyxyXXXyy,r2,2,0,True
XXyxY,XXYYXYxYYXyyyXy,r2,0,8,True
XXyxY,XXyyXYxYYxxyXY,r2,0,3,False
XXYXY,XXyxYxyyxYxyXY,r2,0,0,True
XYXyxY,XXYxxYXyyXYxy,r2,0,5,False
XYXyxY,XXYxxYxyXXYxy,r2,1,4,False
XXYXY,XXyXyXyxYxYxYY,r2,0,0,True
XXYXYXXYY,XXYxYxyyXY,r2,1,3,True
XXYXY,XXyXyxYXYxxY,r2,0,9,True
XXYXYXY,XXXXyxYYY,r2,0,0,True
XXYXYXY,XXXyyxyxYYYY,r2,2,8,False
XXXXyxxyxy,XXXXYxxyxxy,r2,3,9,True
XXYxYXYXY,XYXYXyxyxY,r2,0,4,True
XXXXYxYXY,XXYXYXYXY,r2,0,0,True
XYXyxY,XXXYxxxYxyxyy,r2,0,2,True
XXXYxyxY,XXYXYXXYXYY,r2,0,0,True
XYYYXYxy,XXyyxyXYxYXYYYxYY,r2,2,14,False
XYXyxY,XXXXYXYxYXY,r2,0,9,True
XXyxY,XXXYYXyxyXXYYXy,r2,0,7,False
XYXyxY,XXXYxxxyxyxyy,r2,0,2,False
XXYxyXY,XXYXXyxY,r1,0,0,True
XXXXy,XXXyyXXY,r2,0,4,True
XXyyxYY,XXXXyyxxY,r2,2,7,True
XXyxY,XXXXYYxyXyy,r2,2,6,False
XYXyxY,XXYxYYxYxyyXy,r2,0,4,False
XYXYYXyxy,XXYXXYXYxyxy,r2,0,7,False
XXyxY,XXXYYxyyyXYXXy,r2,0,11,True
XYXYXy,XYXYxyyxYxyxy,r2,0,5,False
XYXyxY,XXXXYxxyyyxxY,r2,1,10,False
XXYXY,XYYXyxYYYxyXyy,r2,2,10,False
XXYXY,XXXXXYxyxYYxy,r2,0,6,False
XXyxY,XXXXYYXyXyxxY,r2,0,0,True
XYXYXy,XXyxYYYXyxy,r2,0,7,False
XXYxyXy,XXyXyXyXY,r2,0,7,True
XXyxY,XXYXXyxxyyxYYY,r2,0,3,True
XXYXY,XXyyyyxYYYYY,r2,0,0,True
XXyxY,XXYYYxxYXXyyxy,r2,0,8,True
XXyXyXYxy,XXyxYXYXyyXyXy,r2,1,13,False
XYXyxY,XXXyxYYxxxyyy,r2,0,6,True
XXyxY,XXYYXYXXyyXyxy,r2,0,6,True
XXXyxyXY,XXXYxyXXy,r2,4,0,True
XYYYYYYYYXy,XXYYYXYYYYYYY,r1,1,1,True
XXYXY,XXyXyxYYxyXYY,r2,0,0,True
XXyxY,XXXXyyXyyXYXYY,r2,0,6,False
XYXyxY,XXXXYYxYxYXXY,r2,0,10,True
XXyxY,XXYXXyXYXyyyxY,r2,0,0,True
XYXyxY,XXYXYYxYYxyyy,r2,0,3,False
XXYxyXYxY,XYXYXyxyxY,r1,0,0,True
XXYXXyy,XXyxyyXYYxY,r2,1,3,True
XXyxY,XXXXyxYxYxxyxY,r2,0,0,True
XXYXYXY,XXXYXXXYYYXY,r2,0,0,True
XXYXY,XXYXXyyyxxYYxY,r2,0,0,True
XYXyxY,XXXXYXYYYxyxYxy,r2,0,13,True
XYXyxY,XXYxYYYXYxxyyXy,r2,0,7,True
XXYXY,XXyxYxYxYYXXyy,r2,0,10,True
XXYXXyy,XXyyyyXYYY,r2,0,4,True
XXYXY,XXYYXYXyxyXYXY,r2,0,0,True
XXyxY,XXYxyyXyxyxYxY,r2,0,0,True
XXyxY,XXXyXYXXXyxYXY,r2,0,12,True
XXyxY,XXXXYYYXyyXXyXY,r2,0,3,False
XXyxY,XXXyxyxYYYxyXY,r2,0,3,False
XXyxY,XXYXyyyyXyXXYYY,r2,1,14,False
XYXyxY,XXXyXYxYYxYxy,r2,0,10,False
XYXyxY,XXXYxxYYYYXyxyy,r2,0,2,False
XYXyxY,XXYXyXYYYYYYXyy,r2,2,5,True
XXyxY,XXXXXYYYXyxxyyXy,r2,1,11,True
XYXyxY,XXYXYYxxYYXXyxy,r2,0,1,False
XXYxY,XXYxYxyXYXYYXY,r2,0,0,True
